name,age,lifestyle,zip code,family status,car,sports,earnings,label,Living area
LLeC7VYU,35.0,active,63706.0,married,practical,soccer,67263.0,no response,rural
QoUkF6KO,48.0,cozily,33189.0,single,expensive,athletics,36983.0,no response,urban
U3hBWYIK,32.0,active,92665.0,single,expensive,athletics,100291.0,no response,urban
Pkzxcsmu,26.0,healthy,98288.0,married,expensive,,72625.0,no response,urban
2L5Jkcqa,15.0,healthy,86493.0,married,expensive,soccer,86042.0,no response,urban
WArimeSS,34.0,healthy,85065.0,single,practical,athletics,66012.0,no response,rural
CVBo1i8E,63.0,active,94225.0,married,practical,soccer,102568.0,response,urban
vu7lXOv4,16.0,active,31002.0,single,expensive,badminton,82119.0,no response,urban
Sth0QOw1,34.0,cozily,67663.0,married,expensive,athletics,104987.0,no response,urban
f55rmxPt,18.0,cozily,48592.0,single,expensive,badminton,66210.0,no response,urban
P1Bzn18F,48.0,active,25544.0,single,expensive,,80150.0,no response,urban
7icFb83Q,37.0,healthy,74097.0,married,expensive,athletics,21515.0,no response,urban
6XTvpz4S,26.0,cozily,63412.0,single,expensive,badminton,36157.0,no response,urban
0AEQEAQW,50.0,active,93156.0,married,expensive,badminton,57957.0,no response,urban
eXeDHQKH,43.0,cozily,79011.0,married,practical,badminton,139342.0,no response,urban
Socn3OJM,53.0,cozily,27832.0,married,expensive,,92501.0,no response,urban
MrtBHfVF,54.0,active,62727.0,single,practical,,37797.0,no response,rural
ka0qruJt,26.0,active,20130.0,married,practical,,128534.0,no response,rural
eJN7jdck,54.0,active,27244.0,single,expensive,soccer,49618.0,no response,rural
txltXXqV,26.0,active,23098.0,single,practical,,149054.0,response,rural
HIej8C5c,15.0,healthy,42488.0,single,expensive,athletics,118545.0,no response,urban
rqcEWttr,47.0,cozily,63781.0,single,practical,badminton,74315.0,no response,urban
NvkBGdPS,36.0,cozily,96309.0,single,expensive,soccer,91536.0,no response,urban
2XvkCwUP,55.0,healthy,88117.0,married,expensive,,74497.0,no response,rural
PjPHunMh,21.0,active,44536.0,single,practical,badminton,63253.0,no response,rural
xbjC1MBL,51.0,active,83485.0,single,expensive,athletics,133792.0,no response,urban
66J7D5q9,38.0,active,93118.0,married,practical,athletics,130352.0,no response,urban
wzWuJ9pn,28.0,healthy,38256.0,married,expensive,soccer,124921.0,no response,urban
CeNzJje5,24.0,active,18347.0,married,practical,athletics,145145.0,response,rural
PLgKBHTJ,52.0,healthy,83929.0,single,expensive,soccer,67841.0,no response,urban
C7TxWjzD,66.0,cozily,94539.0,single,practical,athletics,65607.0,response,rural
t2d9VHEH,44.0,healthy,31737.0,married,practical,soccer,95532.0,response,rural
zoa0MAjh,53.0,active,26122.0,single,expensive,athletics,139171.0,no response,urban
NzvM8kyH,37.0,cozily,68077.0,single,practical,,106698.0,no response,urban
ssMI3Cg8,30.0,healthy,38120.0,married,practical,athletics,132648.0,no response,urban
mjnm0aD6,41.0,active,90109.0,single,practical,,25358.0,no response,urban
kjf9NQyU,41.0,cozily,90931.0,married,expensive,soccer,36050.0,no response,urban
M5UWFBB0,55.0,active,51472.0,married,practical,badminton,149226.0,response,urban
aW76DrPx,29.0,cozily,17980.0,single,practical,badminton,59441.0,no response,urban
0YRTioDV,33.0,cozily,22287.0,single,practical,athletics,113698.0,no response,urban
m5J2Mouq,24.0,active,62625.0,single,practical,badminton,86854.0,no response,urban
1QzovAmB,24.0,healthy,61343.0,married,expensive,badminton,106969.0,no response,urban
7NfwKHs2,24.0,cozily,59466.0,married,expensive,,142642.0,response,urban
LAX8h15v,48.0,active,42856.0,married,expensive,athletics,39476.0,no response,urban
j8RBBIzC,43.0,active,12539.0,married,practical,athletics,89992.0,response,rural
Ny7dCQU4,59.0,healthy,36206.0,single,practical,soccer,84349.0,response,urban
NkVptSnS,41.0,healthy,58757.0,married,expensive,athletics,126115.0,no response,urban
pyLm6a2T,20.0,active,54078.0,married,expensive,athletics,24040.0,response,urban
6wZnqHBu,66.0,healthy,52294.0,single,expensive,badminton,75866.0,response,urban
8dOGssEv,23.0,active,21469.0,single,practical,soccer,127020.0,response,urban
ivYrCpOd,28.0,healthy,57770.0,single,practical,soccer,91417.0,no response,urban
XaERco0O,23.0,active,96658.0,single,expensive,athletics,136721.0,no response,urban
PqQp04gu,35.0,cozily,82118.0,single,expensive,athletics,134980.0,no response,urban
QzzwHso1,64.0,cozily,97087.0,single,practical,athletics,27801.0,response,urban
HBmF75Te,16.0,healthy,97786.0,married,practical,,116959.0,no response,rural
ljpi90pT,67.0,active,89451.0,married,expensive,athletics,23309.0,response,urban
AJF5acDs,55.0,active,37380.0,married,practical,athletics,106039.0,no response,urban
jyKjZWpR,56.0,active,79717.0,married,practical,soccer,43937.0,response,urban
sgGfnfuD,27.0,healthy,70232.0,single,expensive,soccer,149359.0,response,urban
m9jqGMvQ,41.0,healthy,34146.0,married,expensive,,22295.0,no response,urban
J1GbhIs5,35.0,active,34090.0,married,practical,,107147.0,no response,rural
nvIeRQmO,43.0,cozily,85140.0,single,practical,soccer,96287.0,no response,rural
1Xz9E3ow,38.0,active,31250.0,single,expensive,soccer,94221.0,no response,rural
dKMQb1da,24.0,active,74218.0,single,expensive,soccer,82067.0,no response,rural
uJWps7rh,54.0,healthy,73125.0,married,expensive,soccer,94643.0,no response,urban
9RFBZJUO,60.0,cozily,94610.0,married,expensive,athletics,79794.0,no response,rural
MCqtxII7,41.0,healthy,66009.0,married,practical,badminton,138737.0,no response,urban
EkJSC5su,34.0,healthy,61872.0,single,practical,athletics,59404.0,no response,urban
UK41R4WV,43.0,cozily,98883.0,married,expensive,athletics,49471.0,no response,rural
OedKOffn,24.0,active,81675.0,single,expensive,,114250.0,no response,rural
tmL5eugz,69.0,cozily,89206.0,single,expensive,athletics,142170.0,response,urban
JYbdU3a9,34.0,active,38603.0,single,practical,athletics,127112.0,no response,rural
BAnHCGzE,15.0,cozily,74617.0,single,practical,soccer,145184.0,response,urban
5ZjNkMRW,36.0,healthy,60814.0,single,expensive,athletics,30360.0,no response,urban
3vWlzBDp,65.0,healthy,23068.0,single,expensive,soccer,85597.0,response,urban
OIMhLngC,24.0,cozily,28038.0,married,expensive,soccer,72737.0,no response,urban
hd65rCJb,51.0,active,25695.0,married,expensive,soccer,106012.0,no response,urban
yB8JOmhK,41.0,active,51168.0,single,practical,,79467.0,response,urban
YxAmkuk0,16.0,active,58096.0,married,practical,soccer,35508.0,no response,urban
m5KuhHmg,62.0,healthy,37976.0,single,expensive,,82364.0,response,urban
e04xO5XG,34.0,active,16170.0,married,expensive,badminton,21649.0,no response,urban
GGT6Gs3N,45.0,active,76379.0,married,expensive,soccer,129298.0,response,rural
gBiERfK5,21.0,active,23935.0,single,expensive,badminton,145487.0,response,urban
3DAb9EdB,56.0,active,23365.0,married,practical,soccer,55728.0,response,urban
66EaOoYv,39.0,healthy,19902.0,married,expensive,,99523.0,no response,urban
QL9spk0W,28.0,cozily,63015.0,married,expensive,badminton,112986.0,no response,rural
qRge3gBH,15.0,healthy,74320.0,married,practical,soccer,47948.0,no response,rural
EwVCIGcs,22.0,active,98099.0,married,practical,badminton,93904.0,no response,urban
17ndF634,23.0,cozily,70035.0,married,practical,athletics,144552.0,no response,urban
mazCFy09,41.0,cozily,15257.0,single,expensive,athletics,92984.0,no response,urban
6hoMd40w,27.0,active,79142.0,single,practical,athletics,77191.0,no response,urban
fVAS7tQe,43.0,active,75931.0,single,practical,badminton,60891.0,no response,urban
7VpmxTKr,34.0,cozily,73118.0,single,practical,athletics,23605.0,no response,rural
xXc8VngO,33.0,active,90456.0,married,expensive,athletics,76080.0,no response,rural
nOVRZbId,60.0,healthy,64413.0,married,expensive,soccer,98709.0,response,urban
1YeKdJs8,25.0,healthy,31509.0,married,practical,athletics,105137.0,no response,rural
utDorX7E,53.0,active,62091.0,single,practical,badminton,54027.0,no response,urban
fOWogTlw,20.0,active,14296.0,single,expensive,soccer,22828.0,response,urban
tfwDZkv3,49.0,healthy,70543.0,single,practical,athletics,104585.0,no response,rural
oqyojULn,19.0,healthy,94597.0,married,practical,soccer,57514.0,no response,rural
ykdFwYpI,35.0,cozily,44708.0,married,practical,badminton,100067.0,no response,urban
J9H0KESy,55.0,active,51718.0,single,practical,soccer,64305.0,no response,urban
fsgo1Tlg,50.0,cozily,13888.0,married,practical,athletics,140203.0,no response,urban
gQSetZoc,30.0,healthy,11320.0,married,practical,soccer,124036.0,response,urban
FBbAFnBa,60.0,healthy,91829.0,single,expensive,badminton,31975.0,response,urban
vsvM1Mvh,19.0,cozily,26547.0,married,practical,athletics,58260.0,no response,urban
tJc47UsP,19.0,cozily,95815.0,married,practical,,146055.0,response,rural
RtcG6AP1,62.0,healthy,82705.0,married,practical,,50856.0,response,urban
sM8cxCy3,25.0,healthy,47448.0,married,expensive,soccer,128838.0,no response,urban
TG1rVylp,24.0,healthy,46769.0,single,practical,badminton,134610.0,no response,urban
ClHWB9pg,23.0,healthy,85512.0,married,expensive,soccer,134547.0,no response,rural
8v0N3bjK,21.0,active,20863.0,single,practical,badminton,90493.0,no response,rural
pztnGUhb,32.0,cozily,67089.0,married,practical,athletics,79453.0,no response,urban
W0dkJqwr,61.0,cozily,64547.0,married,practical,athletics,100152.0,response,urban
4OVzfLrq,69.0,cozily,71592.0,single,practical,soccer,94712.0,response,urban
dhqUDEdh,51.0,cozily,52173.0,married,practical,athletics,109057.0,no response,rural
SsqZBlnd,37.0,cozily,70425.0,single,expensive,,132675.0,no response,urban
KfoYfgqJ,61.0,active,82952.0,single,practical,soccer,48796.0,response,urban
RSKQU3TH,30.0,active,49384.0,married,expensive,badminton,128339.0,no response,urban
xKZe8L11,56.0,healthy,34410.0,married,expensive,soccer,142006.0,no response,urban
V1Uj6fwe,28.0,cozily,18361.0,single,practical,soccer,22603.0,no response,urban
uLyB10Tm,39.0,active,10438.0,married,practical,athletics,83836.0,response,rural
9QGmwaPD,17.0,active,71584.0,married,expensive,,62400.0,no response,urban
PPwmWYMt,42.0,cozily,68417.0,married,practical,soccer,110704.0,no response,urban
l0uEUhac,41.0,active,59605.0,married,practical,,63915.0,no response,urban
l5s0ONug,27.0,active,79019.0,married,practical,soccer,69322.0,no response,urban
22UvlAc1,65.0,cozily,37339.0,married,practical,,132976.0,response,urban
IIPPPWdl,25.0,healthy,11506.0,married,practical,soccer,102403.0,response,rural
tFvMqKd0,59.0,active,82392.0,married,practical,athletics,40335.0,response,rural
XHou3jE6,45.0,cozily,12994.0,married,practical,,142736.0,response,urban
MDJJh4E2,63.0,cozily,98391.0,married,expensive,badminton,24462.0,response,rural
4p7cgGah,67.0,cozily,23806.0,married,expensive,soccer,139360.0,no response,urban
du80ChgR,37.0,healthy,87251.0,single,practical,soccer,60291.0,no response,rural
Irfa3Qyn,46.0,active,24344.0,married,expensive,soccer,61728.0,no response,urban
9F8pWy45,23.0,active,15094.0,single,practical,,121120.0,no response,urban
ZIZwV9hl,33.0,healthy,46085.0,single,expensive,badminton,62839.0,no response,urban
xccpONkm,47.0,cozily,58514.0,married,expensive,soccer,72519.0,no response,urban
GHixgYec,17.0,healthy,64320.0,married,expensive,badminton,110089.0,no response,rural
aY6Hn27Y,63.0,healthy,73337.0,single,expensive,,49853.0,response,urban
9JHmCFFo,35.0,cozily,64194.0,single,practical,badminton,48521.0,no response,rural
WvksERBV,21.0,cozily,93273.0,single,practical,athletics,48253.0,no response,urban
kmGz4YaZ,60.0,active,15759.0,married,expensive,soccer,40327.0,response,urban
WbyRAD7v,47.0,healthy,80329.0,married,expensive,athletics,48683.0,no response,rural
fT5ucNdD,53.0,cozily,66349.0,single,practical,athletics,32912.0,no response,urban
pPIaoxgm,40.0,cozily,82633.0,single,expensive,soccer,65095.0,no response,rural
EJl21dC2,68.0,healthy,86393.0,married,expensive,,26744.0,response,rural
dZJbn6ia,19.0,cozily,20424.0,single,practical,athletics,106154.0,no response,rural
CWKVObrQ,28.0,healthy,10365.0,single,practical,,110999.0,response,urban
Wsu2eqSM,48.0,cozily,79179.0,married,practical,soccer,101643.0,no response,urban
Y6RZWQda,28.0,active,50315.0,married,expensive,athletics,67331.0,no response,rural
vOuI5QaZ,69.0,cozily,99899.0,single,practical,badminton,52033.0,response,rural
lMBg7bSH,62.0,active,27125.0,married,expensive,,93985.0,response,urban
w8QfKBEd,51.0,cozily,17689.0,single,expensive,athletics,115782.0,no response,rural
oHmYSZEd,34.0,cozily,64640.0,married,practical,badminton,71860.0,response,urban
Pgk4htGy,23.0,healthy,52758.0,single,expensive,soccer,139226.0,no response,urban
HACL6K7m,18.0,healthy,63678.0,single,practical,athletics,23542.0,no response,urban
VqxqsGqo,17.0,active,93679.0,married,practical,,108020.0,no response,urban
ku1SUsmf,30.0,healthy,83331.0,married,practical,athletics,80857.0,no response,urban
nEkGVQEv,20.0,cozily,74234.0,single,expensive,athletics,105301.0,no response,urban
JiiZLPDn,47.0,healthy,92132.0,single,practical,athletics,106452.0,response,urban
jECzImaq,52.0,active,82017.0,married,practical,badminton,138492.0,no response,rural
NUFnJVJs,60.0,cozily,36436.0,single,expensive,badminton,145151.0,response,rural
IO4RksQ0,39.0,cozily,36641.0,single,practical,athletics,143011.0,response,urban
ZU5ObviM,58.0,cozily,42813.0,married,expensive,badminton,110720.0,response,urban
D3CTlqK1,59.0,active,98663.0,single,expensive,athletics,113419.0,no response,urban
UwGMxf3i,20.0,cozily,32400.0,married,practical,soccer,79146.0,no response,rural
sNHXViFg,39.0,cozily,54679.0,single,practical,,144968.0,response,urban
AkxEIqUA,30.0,cozily,63579.0,married,expensive,soccer,76762.0,no response,rural
iKdjl1vE,51.0,cozily,55363.0,married,practical,soccer,25634.0,no response,urban
gfG2mED8,44.0,healthy,27714.0,married,practical,badminton,72927.0,no response,urban
fqdZIxQN,34.0,active,49407.0,married,practical,,30774.0,no response,urban
we1nsGzp,59.0,cozily,58623.0,single,expensive,,51736.0,response,rural
c7PWlf0X,15.0,active,21583.0,married,practical,athletics,63709.0,no response,rural
B2DRfCj4,17.0,cozily,53108.0,single,expensive,soccer,63825.0,no response,urban
X4cCHx32,32.0,cozily,95258.0,single,expensive,athletics,41797.0,no response,rural
7JDy254n,39.0,active,96209.0,single,expensive,athletics,146556.0,response,urban
0TWu8g8w,62.0,cozily,28644.0,single,practical,athletics,93048.0,response,urban
hqGHGqmZ,32.0,cozily,91395.0,married,expensive,soccer,31925.0,no response,urban
gRH2VOEw,38.0,healthy,42263.0,married,expensive,badminton,45899.0,no response,urban
94uhPeR9,34.0,active,32528.0,single,practical,athletics,90285.0,response,urban
Yhbg7nBB,51.0,cozily,69185.0,single,practical,soccer,95815.0,no response,urban
77llLrCc,43.0,active,46125.0,single,practical,,32265.0,no response,rural
JHwehYdQ,42.0,cozily,43789.0,single,practical,athletics,93966.0,no response,rural
4EOD92Aq,52.0,cozily,82590.0,single,expensive,athletics,74565.0,no response,urban
a5Fypl99,58.0,active,21698.0,single,practical,soccer,94436.0,response,rural
h1koA8Ka,53.0,active,83655.0,married,expensive,soccer,116587.0,no response,urban
ogSyGr5K,36.0,active,28807.0,single,practical,badminton,53821.0,no response,urban
141q9JyH,64.0,healthy,60106.0,married,practical,,33154.0,response,urban
MrBCWOXb,56.0,cozily,83177.0,married,expensive,soccer,31570.0,response,rural
nvWyCr3J,18.0,active,59792.0,single,expensive,badminton,139989.0,no response,rural
ZklbmBxF,29.0,active,66667.0,single,practical,badminton,31109.0,no response,urban
7mkdwdcq,44.0,cozily,88280.0,married,expensive,badminton,43316.0,no response,urban
NyERLP68,39.0,healthy,87302.0,single,expensive,soccer,93126.0,no response,urban
PMTXATNX,66.0,healthy,79526.0,married,expensive,soccer,43026.0,response,rural
2qeG9aBm,15.0,active,41385.0,single,expensive,athletics,118467.0,no response,urban
vFVmILYU,56.0,healthy,27402.0,single,practical,,149747.0,response,urban
UKTha3qg,37.0,cozily,78776.0,single,expensive,soccer,94246.0,no response,urban
u7ZUlxQo,64.0,cozily,24195.0,married,practical,athletics,84990.0,response,urban
HIZi3p7t,30.0,healthy,73943.0,single,expensive,badminton,147573.0,response,rural
fMn6R6pB,63.0,cozily,29190.0,married,expensive,badminton,46455.0,response,urban
5EQLqefR,55.0,active,16954.0,married,expensive,athletics,115506.0,no response,urban
NsEMaCb9,53.0,cozily,85399.0,single,practical,athletics,142146.0,response,rural
2BIV5mjj,45.0,active,84942.0,married,expensive,athletics,55439.0,no response,urban
gtT3QiOp,27.0,cozily,33322.0,single,practical,,35979.0,no response,rural
Piiw6qXN,40.0,healthy,46935.0,married,practical,soccer,119389.0,no response,urban
sGwv0drO,30.0,active,23238.0,married,expensive,,82882.0,no response,rural
ChMkVTFl,41.0,active,47448.0,married,practical,,43198.0,no response,rural
CLopZ6R1,37.0,healthy,86756.0,single,practical,,46749.0,no response,urban
5IhX4Sxq,64.0,cozily,10889.0,single,expensive,athletics,21655.0,response,rural
Kd6rMAMn,47.0,cozily,66674.0,single,practical,athletics,24694.0,no response,rural
w4k3qWzz,29.0,cozily,42622.0,single,expensive,soccer,116646.0,no response,rural
j03VPVbQ,68.0,active,45075.0,married,practical,,133990.0,response,rural
rIsosdof,32.0,cozily,80035.0,single,practical,badminton,40350.0,no response,rural
vJt9tCYd,55.0,active,49377.0,married,practical,badminton,107790.0,no response,rural
iD9koMWo,26.0,active,52733.0,single,practical,soccer,140351.0,response,urban
RmJDDLaW,58.0,cozily,76604.0,married,practical,,45770.0,response,urban
5gEV6ziD,34.0,active,45442.0,married,practical,athletics,25505.0,no response,urban
7MWE7knY,35.0,cozily,57961.0,single,expensive,badminton,117225.0,no response,urban
qWm1bu4N,22.0,active,63199.0,married,expensive,badminton,87154.0,no response,urban
RDrPX5q8,30.0,cozily,44228.0,married,expensive,athletics,149119.0,response,rural
esD6ktqX,42.0,healthy,42593.0,single,expensive,athletics,143288.0,response,rural
KjOIMOCb,58.0,active,61162.0,married,practical,badminton,114010.0,no response,rural
j7KMjUhw,18.0,active,71670.0,married,practical,athletics,95936.0,no response,urban
Xd6CBVfp,40.0,cozily,58301.0,married,expensive,athletics,139975.0,no response,rural
AfTMvoWz,59.0,cozily,22151.0,single,expensive,athletics,80538.0,response,rural
UKXY8FRq,58.0,cozily,74197.0,single,practical,soccer,44306.0,response,urban
Fd8eX1Is,19.0,healthy,97333.0,married,practical,athletics,110238.0,no response,urban
9DXeLTXI,21.0,active,59750.0,single,expensive,soccer,58862.0,no response,urban
UJCK9lpb,39.0,cozily,87278.0,single,expensive,athletics,36470.0,no response,urban
sZIm8eTA,67.0,active,54326.0,single,expensive,soccer,141385.0,response,urban
r7nsZllm,63.0,cozily,60409.0,married,practical,soccer,141763.0,response,urban
S3vnb7W6,60.0,cozily,73252.0,single,practical,soccer,55643.0,response,urban
91CDWHO6,23.0,cozily,33855.0,single,practical,,23085.0,no response,rural
MnjQnOos,15.0,cozily,58872.0,single,practical,soccer,139364.0,no response,urban
Hdnvdk2X,24.0,cozily,67858.0,married,expensive,soccer,27903.0,no response,urban
5WEgnTgn,40.0,cozily,21692.0,single,expensive,soccer,79056.0,no response,urban
zikH7u5U,66.0,active,46328.0,married,expensive,badminton,134066.0,response,urban
bL2GiLcL,24.0,healthy,64518.0,single,expensive,soccer,55075.0,no response,urban
eE7eJtRt,64.0,healthy,60180.0,married,practical,badminton,119387.0,response,urban
LSX38Rcj,53.0,active,76871.0,single,practical,soccer,126114.0,no response,urban
bIWgJCGM,31.0,cozily,71349.0,married,practical,athletics,123375.0,no response,urban
f5VGJPjA,23.0,cozily,11721.0,single,practical,athletics,78475.0,no response,urban
RjiTMzMI,51.0,healthy,17964.0,married,expensive,soccer,134097.0,no response,rural
goElLLpb,49.0,healthy,51460.0,married,practical,,106996.0,no response,rural
dbIBxYHK,35.0,cozily,11380.0,single,practical,,149410.0,response,rural
jXF18g7D,27.0,healthy,83211.0,single,practical,badminton,81050.0,no response,rural
wffLD8Nx,37.0,healthy,98415.0,married,expensive,soccer,99551.0,no response,urban
YGJorY7k,32.0,healthy,77395.0,married,practical,,24074.0,no response,urban
JM3FZjg5,33.0,healthy,20409.0,single,expensive,athletics,106668.0,no response,urban
8ZTJbgZa,35.0,cozily,77420.0,single,expensive,soccer,97679.0,no response,urban
FACOXv8q,17.0,healthy,42512.0,single,practical,badminton,141089.0,response,urban
MtSWzen0,38.0,cozily,45981.0,single,practical,athletics,28762.0,no response,rural
GoMKHzZQ,57.0,cozily,86128.0,single,expensive,,129879.0,response,urban
htpYzCxy,48.0,cozily,54080.0,married,practical,athletics,107239.0,no response,urban
EhT6l4sP,34.0,active,87074.0,single,expensive,soccer,37878.0,response,urban
TESAiDjA,45.0,active,91666.0,married,practical,athletics,67680.0,no response,rural
kn9VwTKR,63.0,healthy,41594.0,married,expensive,athletics,27631.0,response,urban
C0Ud1Q3D,16.0,cozily,57402.0,married,practical,soccer,128947.0,no response,rural
Yc4Wv1iK,21.0,active,39849.0,married,practical,badminton,109340.0,no response,urban
xixJiF0n,18.0,active,38174.0,married,practical,soccer,26464.0,no response,rural
LlyEm5lm,39.0,active,88272.0,single,expensive,soccer,92816.0,no response,urban
GAfB48x8,21.0,active,52805.0,married,practical,soccer,145932.0,response,urban
C3vhPCkG,34.0,active,40279.0,married,practical,soccer,140355.0,response,rural
mnMxQPdq,62.0,active,29977.0,married,expensive,badminton,78363.0,response,rural
4sCL4D6k,39.0,cozily,89515.0,married,expensive,athletics,68615.0,no response,rural
onDRybdY,56.0,cozily,61941.0,married,expensive,athletics,35309.0,response,urban
H3nRY1vH,67.0,healthy,52276.0,married,expensive,badminton,133033.0,response,urban
wfFefgyP,60.0,cozily,66642.0,married,practical,badminton,24746.0,response,urban
i9FFSgxG,27.0,healthy,45139.0,single,practical,athletics,31134.0,no response,urban
S93vxdf9,51.0,cozily,84881.0,married,expensive,soccer,49243.0,no response,rural
31f1CYbh,18.0,active,10353.0,single,expensive,soccer,122712.0,response,rural
MTqt92Ei,49.0,cozily,96528.0,married,practical,soccer,71572.0,no response,rural
xh5evsrC,35.0,cozily,11245.0,married,practical,athletics,65454.0,response,urban
6EgGCtys,68.0,active,51138.0,single,practical,soccer,90408.0,response,urban
J2QvjMrX,29.0,active,97262.0,single,expensive,badminton,28361.0,no response,urban
5Kx3Xvhh,62.0,cozily,51979.0,single,practical,athletics,39388.0,no response,rural
yWPUJ7vT,52.0,healthy,81373.0,single,expensive,badminton,124410.0,no response,urban
T9bbHxbv,27.0,cozily,87086.0,single,expensive,badminton,141379.0,response,urban
wc7OQiWL,63.0,cozily,58796.0,married,practical,badminton,64520.0,response,urban
a3n723lq,50.0,cozily,69057.0,married,practical,,123554.0,response,urban
NqtwQvFZ,40.0,healthy,12146.0,single,expensive,soccer,30224.0,response,urban
Wrt6mCDI,39.0,active,69735.0,married,expensive,athletics,74268.0,no response,rural
56Hh9WCo,35.0,healthy,35915.0,married,practical,,62167.0,no response,urban
Vyi1IzIB,26.0,healthy,38878.0,single,expensive,athletics,57783.0,no response,rural
BqNIV1uz,20.0,healthy,70060.0,married,practical,soccer,128765.0,no response,urban
iD4dxlQh,38.0,active,33167.0,single,practical,,66572.0,no response,rural
d8XdPrBT,36.0,active,29240.0,single,practical,badminton,111066.0,no response,rural
hrgMkFZM,55.0,active,43927.0,single,practical,soccer,98711.0,no response,urban
GDi9dwST,18.0,cozily,96275.0,married,practical,badminton,103045.0,no response,urban
QqvK3L2g,44.0,active,38414.0,single,expensive,,54108.0,response,rural
LTix5A7K,22.0,active,42771.0,married,practical,soccer,85213.0,response,urban
tM8bU4cn,19.0,healthy,48625.0,single,practical,,51999.0,no response,rural
phZev8Tc,30.0,cozily,39894.0,married,expensive,athletics,128433.0,no response,urban
pA0jyV8a,37.0,cozily,32029.0,married,expensive,athletics,107536.0,no response,urban
I5yEtzfc,16.0,active,71400.0,single,practical,athletics,66616.0,no response,urban
9sykAkD9,30.0,healthy,55155.0,married,practical,badminton,131814.0,response,urban
qWz7XA4g,21.0,active,70993.0,single,practical,badminton,35731.0,no response,urban
DQhZPqx1,66.0,cozily,73544.0,single,practical,athletics,72092.0,response,rural
EeXJA2A6,59.0,healthy,62608.0,married,practical,soccer,58332.0,response,urban
yug4aCLW,56.0,active,33297.0,single,expensive,soccer,98574.0,response,urban
3BUjz3wW,36.0,active,54768.0,married,expensive,soccer,21811.0,no response,urban
2QIYvH8v,54.0,active,19860.0,married,expensive,badminton,81714.0,no response,rural
BAScAAk7,62.0,active,40813.0,single,practical,,129450.0,response,rural
xvH5po5i,54.0,active,28608.0,married,practical,badminton,59578.0,no response,rural
P697H65r,48.0,healthy,74723.0,single,expensive,badminton,37926.0,no response,rural
vKbcgUsK,69.0,healthy,75746.0,single,practical,soccer,48445.0,response,urban
7sZ94lyI,55.0,active,99203.0,single,expensive,athletics,63979.0,no response,urban
hUQsuIVN,63.0,healthy,58276.0,married,expensive,badminton,97797.0,response,rural
hgk0BQjG,45.0,healthy,81890.0,single,expensive,soccer,71981.0,no response,rural
X8z4rkff,24.0,active,65310.0,married,expensive,soccer,149006.0,response,rural
MJ78NKs5,17.0,healthy,32455.0,married,expensive,,102202.0,no response,urban
32js7BjE,37.0,healthy,54659.0,married,practical,badminton,43570.0,no response,urban
WzGymetM,37.0,active,65931.0,single,expensive,badminton,108939.0,no response,urban
NjEkwbsz,63.0,cozily,91444.0,single,expensive,badminton,28654.0,response,urban
HQ0sw9lz,27.0,healthy,81104.0,single,expensive,soccer,119869.0,no response,rural
qfJLgPdX,45.0,cozily,66273.0,single,practical,badminton,136491.0,no response,urban
4Fh0d9hN,45.0,active,30441.0,married,practical,badminton,122686.0,no response,rural
bSDAhB9q,24.0,healthy,84472.0,single,practical,soccer,134590.0,response,urban
eFLSPlrS,41.0,healthy,39402.0,married,expensive,athletics,24885.0,no response,rural
yVlMadbd,35.0,cozily,68626.0,married,expensive,badminton,76777.0,no response,rural
cBK1vYc6,68.0,healthy,56357.0,single,expensive,athletics,83059.0,response,rural
WLteMK8n,62.0,healthy,28763.0,married,expensive,soccer,149212.0,response,rural
tDNHsLjQ,63.0,healthy,16935.0,married,expensive,soccer,81881.0,response,urban
h7oXpD4f,39.0,active,22159.0,married,practical,,26412.0,no response,urban
hNjfE3Zb,45.0,healthy,99474.0,married,practical,athletics,67502.0,no response,rural
Odbq2mwU,47.0,active,21893.0,married,practical,soccer,66436.0,no response,urban
luUbEMlF,43.0,active,42830.0,married,practical,badminton,63509.0,no response,rural
SCHaF8E6,39.0,cozily,40052.0,married,practical,badminton,66301.0,no response,rural
S04cVf7J,32.0,healthy,77448.0,single,expensive,soccer,130499.0,no response,rural
9Q6YsODp,67.0,cozily,14887.0,married,expensive,badminton,42079.0,response,urban
7v2sIHvl,31.0,active,53001.0,married,expensive,,27218.0,no response,rural
6b3se3vI,23.0,active,26950.0,single,expensive,soccer,108076.0,no response,rural
ywNdNNNf,37.0,healthy,39184.0,single,practical,badminton,144905.0,response,urban
AymwmBeA,44.0,healthy,52098.0,single,practical,badminton,121784.0,no response,rural
D38XZDry,62.0,cozily,36375.0,single,expensive,athletics,138552.0,response,rural
PW4EWHlV,65.0,cozily,26293.0,married,practical,soccer,39114.0,response,urban
k9lZmPEK,63.0,healthy,93033.0,married,practical,athletics,35178.0,no response,rural
PKpDJcTp,55.0,healthy,85488.0,married,expensive,,116339.0,no response,rural
DIMkRMSA,55.0,active,58324.0,married,practical,athletics,92404.0,no response,rural
KOda5CQp,55.0,active,72415.0,single,practical,,129766.0,no response,rural
sQsq1Gwz,29.0,healthy,91769.0,married,expensive,athletics,95978.0,no response,urban
VPlv8Zh4,18.0,healthy,93668.0,married,expensive,badminton,105994.0,no response,rural
aW34WGEc,40.0,healthy,72890.0,married,practical,athletics,90058.0,no response,rural
